GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_MDZ;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_LANGDURIGE_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_VERPLEGING_EN_VERZORGING;KOSTEN_OVERIG
V;35 t/m 39 jaar;AALSMEER;1013;991.63;799886.65;118879.18;99656.99;57397.17;40384.26;9633.28;43466.33;20611.43;2364.26;5511.48;3303.27;361.80;12566.97;117085.68;97946.54;20009.35;0.00;5597.78;21.60;0.00;3101.60;5158.59
V;40 t/m 44 jaar;AALSMEER;1306;1278.82;985980.54;172694.20;133129.84;73779.50;48224.07;15165.15;52578.57;22548.45;14373.77;14369.49;3699.40;4108.74;12593.64;29607.28;13400.19;11844.48;0.00;16893.07;21.60;0.00;104.94;2133.25
V;45 t/m 49 jaar;AALSMEER;1433;1407.93;1293143.99;228628.05;179781.97;81188.92;51984.28;15416.34;55844.13;45836.00;1041.69;18541.78;5092.89;1411.76;13575.37;0.00;0.00;21427.67;0.00;5067.11;28.80;0.00;44729.13;6005.12
V;50 t/m 54 jaar;AALSMEER;1210;1199.12;1433131.41;297929.32;255376.13;69741.28;54366.26;29545.92;58866.25;72335.85;3086.33;22233.50;7258.75;6060.77;39634.46;0.00;0.00;26841.01;0.00;4664.92;14.40;0.00;15359.04;10064.85
V;55 t/m 59 jaar;AALSMEER;989;983.78;1045454.44;229256.60;92114.22;57510.25;42827.76;33496.70;45898.67;78232.03;16674.62;23450.24;5568.61;1242.96;17250.65;0.00;0.00;9981.53;0.00;2833.95;5.40;0.00;6406.78;8232.11
V;60 t/m 64 jaar;AALSMEER;780;778.63;1052046.22;385752.82;139273.90;45798.75;39149.46;42507.51;39598.63;79234.10;15392.48;19139.68;3734.43;847.89;29970.96;0.00;0.00;12564.82;45569.40;12649.16;12.60;73540.94;21394.53;19083.40
V;65 t/m 69 jaar;AALSMEER;941;936.88;1403952.75;468215.65;158732.57;77178.15;47456.41;65768.38;48850.84;87538.39;38083.11;29576.22;5657.16;9975.67;26017.86;0.00;0.00;2280.84;0.00;5513.51;7.20;23378.58;54956.78;10023.44
V;70 t/m 74 jaar;AALSMEER;687;684.51;1394588.97;342196.55;119933.38;58435.58;37225.61;58713.25;35367.23;102147.90;31077.08;39309.51;4088.33;3495.38;34164.09;0.00;0.00;1906.74;0.00;10614.23;7.20;26228.90;111987.76;3267.14
V;75 t/m 79 jaar;AALSMEER;547;541.60;1303269.36;332807.48;99555.46;53216.73;41440.42;58861.08;33450.89;127527.87;39015.79;16653.98;4650.09;4869.21;43920.02;0.00;0.00;1819.44;0.00;1014.24;3.60;38620.48;205490.99;15901.25
V;80 t/m 84 jaar;AALSMEER;430;424.06;1265280.79;379215.56;8410.17;42888.77;42786.25;47796.96;35306.21;140698.96;24528.59;18445.22;11944.66;3019.56;49247.54;0.00;0.00;0.00;0.00;2482.94;0.00;77430.70;353896.76;3850.06
V;85 t/m 89 jaar;AALSMEER;280;266.73;705937.25;248569.72;7542.25;26151.06;31703.28;30220.01;29890.61;121293.94;9093.01;11624.37;6447.34;945.92;53940.82;0.00;0.00;0.00;0.00;218.24;3.60;88798.34;443519.95;5230.92
V;90+;AALSMEER;233;209.71;460702.28;211942.61;2811.38;19909.88;28408.20;13515.79;42689.40;135110.88;5527.27;6095.10;8845.81;116.10;46107.95;0.00;0.00;0.00;0.00;0.00;0.00;116192.83;378154.75;4283.10
M; 0 t/m  4 jaar;AALTEN;647;582.07;1103685.08;66083.53;0.00;32981.00;17793.60;564.14;39091.09;13631.11;13607.76;19375.64;15308.60;212.54;16964.10;0.00;0.00;0.00;0.00;1558.91;5.40;0.00;417.52;3998.20
M; 5 t/m  9 jaar;AALTEN;832;830.02;272455.17;62771.43;0.00;48807.75;15119.15;863.06;39917.54;32031.40;110663.60;45691.42;67023.82;103.54;5475.22;0.00;0.00;0.00;0.00;707.76;14.40;0.00;36422.90;8648.85
M;10 t/m 14 jaar;AALTEN;855;849.89;200840.53;112368.35;0.00;50091.00;13137.08;979.22;33644.92;24350.83;140269.56;34371.08;10928.95;6008.27;2971.95;0.00;0.00;0.00;0.00;1313.18;7.20;0.00;36.84;52631.48
M;15 t/m 19 jaar;AALTEN;844;838.13;242051.42;50044.70;75910.38;49147.00;13701.96;1046.18;32004.12;11998.21;106317.81;23206.17;5334.24;7301.70;10294.08;0.00;0.00;1008.84;0.00;1605.90;9.00;0.00;1480.15;7142.67
M;20 t/m 24 jaar;AALTEN;665;658.56;207149.67;40608.74;23682.01;38674.50;10873.84;1285.52;28560.06;13325.09;5524.76;4085.55;1690.90;4710.84;3078.63;0.00;0.00;4756.08;0.00;113.93;3.60;0.00;588.66;0.00
M;25 t/m 29 jaar;AALTEN;692;682.37;283019.56;31384.05;32355.03;39611.96;13078.89;1806.63;26806.13;7521.63;1060.30;15402.29;900.65;0.00;6190.39;0.00;0.00;4631.79;0.00;2733.11;3.60;0.00;896.44;0.00
M;30 t/m 34 jaar;AALTEN;635;628.09;226330.95;89993.06;119582.68;36642.28;16544.17;2739.15;26315.18;17827.99;4815.53;1486.50;1302.13;0.00;8365.11;0.00;0.00;13865.17;0.00;45638.18;7.20;0.00;21315.62;289.99
M;35 t/m 39 jaar;AALTEN;649;644.81;227688.81;76212.68;103437.93;37671.50;14752.94;4598.40;27325.06;15324.12;3485.54;7075.34;414.60;0.00;7306.05;0.00;0.00;4211.96;0.00;1231.71;3.60;0.00;546.46;69.91
M;40 t/m 44 jaar;AALTEN;877;874.90;412720.87;87044.90;132761.78;50828.50;22001.36;10947.32;37539.45;33736.32;7138.58;3579.05;900.54;1506.91;7193.41;0.00;0.00;3207.20;83235.50;3156.13;10.80;0.00;13648.10;647.06
M;45 t/m 49 jaar;AALTEN;1085;1082.41;643395.54;151494.84;147704.97;63262.75;30215.92;19804.59;43787.81;36100.46;17823.01;9185.49;3180.93;10812.81;13425.01;0.00;0.00;8837.06;0.00;16272.71;7.20;0.00;9920.98;759.78
M;50 t/m 54 jaar;AALTEN;1095;1086.99;1067190.34;246906.39;199410.28;63941.25;35368.14;33983.72;50587.16;66473.91;20378.70;13592.36;3060.56;4751.31;24239.38;0.00;0.00;6636.17;0.00;4449.56;9.00;0.00;137247.42;1076.35
M;55 t/m 59 jaar;AALTEN;1018;1012.51;1197925.14;258757.31;100883.02;59678.50;39271.05;45505.02;45172.07;107337.69;22159.78;15186.21;2279.38;31409.92;32657.01;0.00;0.00;2566.79;0.00;10921.52;5.40;0.00;84314.50;1413.50
M;60 t/m 64 jaar;AALTEN;903;898.29;1768208.19;361236.38;154089.12;52819.75;42418.06;60154.39;44747.78;111089.66;39727.63;31581.42;3403.42;9289.28;36668.20;0.00;0.00;4730.71;0.00;3054.33;5.40;8800.07;71152.36;9291.83
M;65 t/m 69 jaar;AALTEN;904;891.60;1949859.30;467595.40;57347.06;73707.28;42118.89;77699.48;53333.21;180267.24;54699.63;21715.11;5179.99;15158.98;54628.30;0.00;0.00;3300.77;25932.81;21557.85;3.60;11138.06;257854.85;1353.16
M;70 t/m 74 jaar;AALTEN;703;695.94;1849113.14;376236.58;105972.35;59508.58;39040.20;69785.20;42999.07;134626.46;43441.21;35331.67;6182.40;19685.80;48469.65;0.00;0.00;3593.65;0.00;3071.59;1.80;26092.24;284821.81;347.06
M;75 t/m 79 jaar;AALTEN;475;467.55;1781636.27;317437.99;4969.22;46481.40;35112.20;50010.32;34665.26;164041.95;34195.32;26804.36;3889.30;18169.14;44589.59;0.00;0.00;231.74;0.00;2351.08;0.00;37155.58;324250.08;788.66
M;80 t/m 84 jaar;AALTEN;290;282.92;1019072.74;193243.11;27017.89;28652.69;26631.46;28492.61;20868.93;82151.06;18495.58;12615.82;2797.40;10102.70;37194.42;0.00;0.00;192.33;0.00;112.41;0.00;23727.04;378515.57;151.02
M;85 t/m 89 jaar;AALTEN;167;157.01;596011.22;139672.06;35138.15;15964.01;19006.60;13919.05;18825.18;66523.83;5409.62;229.84;5578.30;8046.08;34161.17;0.00;0.00;152.96;0.00;12512.93;0.00;54200.68;520875.09;110.32
M;90+;AALTEN;62;53.60;142041.66;53506.24;0.00;5390.11;9505.56;3296.65;13257.98;32561.49;4489.30;2664.80;1494.88;0.00;12981.32;0.00;0.00;0.00;0.00;0.00;0.00;29404.05;305296.62;15.88
V; 0 t/m  4 jaar;AALTEN;589;523.46;352933.99;33687.27;0.00;29662.25;15072.83;555.10;35744.28;2869.27;11041.83;11400.21;8911.72;0.00;1712.67;0.00;0.00;0.00;0.00;305.25;3.60;0.00;0.00;939.95
V; 5 t/m  9 jaar;AALTEN;769;762.86;242712.93;26946.59;0.00;44899.00;15450.89;744.26;33690.56;19820.18;95504.62;25662.61;42648.94;0.00;2555.67;0.00;0.00;0.00;0.00;1539.07;7.20;0.00;36.84;545.72
V;10 t/m 14 jaar;AALTEN;796;792.58;464176.59;41470.80;0.00;46624.75;14657.15;1020.81;31521.63;21965.16;132525.09;32941.05;14639.14;1144.34;5507.58;0.00;0.00;0.00;0.00;899.81;12.60;0.00;156175.04;4002.31
V;15 t/m 19 jaar;AALTEN;791;788.46;396918.96;62606.48;6389.16;46167.50;25707.70;1088.57;34144.10;17100.45;114263.53;28671.65;9385.49;715.70;9256.87;1217.46;0.00;3557.21;0.00;6408.96;2.70;0.00;33303.36;0.00
V;20 t/m 24 jaar;AALTEN;619;610.70;298487.56;60808.39;104030.27;35898.23;26564.43;1403.47;28962.12;12699.00;4273.27;4570.64;2428.55;1631.74;2486.91;31551.70;35564.89;15732.62;0.00;1107.84;3.60;0.00;257.88;139.79
V;25 t/m 29 jaar;AALTEN;609;603.56;653854.24;100426.75;215663.42;35414.75;28908.38;1588.46;28076.78;35891.72;5471.48;12559.29;3702.89;1004.60;10716.91;151054.85;135354.11;9174.15;0.00;3294.17;9.00;0.00;2152.74;166.99
V;30 t/m 34 jaar;AALTEN;609;604.41;677810.87;80372.81;227761.97;35444.25;27982.52;2826.23;28087.63;18123.39;1045.46;7139.50;4701.90;153.54;6594.47;163772.50;156380.25;18042.63;0.00;0.00;9.00;0.00;2554.97;277.43
V;35 t/m 39 jaar;AALTEN;703;698.70;805276.93;98796.10;67054.36;40946.00;33765.81;4027.93;33547.79;18579.64;6022.25;2886.55;2546.86;3987.63;9713.97;86183.59;56705.59;7039.59;0.00;3576.57;5.40;0.00;2254.57;1474.80
V;40 t/m 44 jaar;AALTEN;849;847.26;571449.25;191161.55;187389.40;49899.25;37986.84;9507.91;36446.17;31799.56;7660.27;14367.28;3997.50;5450.56;5436.52;13994.62;11128.73;12206.91;0.00;17459.74;12.60;0.00;14588.20;1780.21
V;45 t/m 49 jaar;AALTEN;1010;1009.23;1105631.09;235142.65;227597.81;59339.25;49889.50;20593.01;44524.15;51161.75;11329.53;19548.25;4079.08;2358.96;17303.84;4479.09;730.49;12147.91;0.00;1177.48;9.00;14835.30;47481.37;999.06
V;50 t/m 54 jaar;AALTEN;1051;1047.84;1113623.13;241755.59;161361.15;61640.25;51632.60;31479.82;47762.33;90606.02;33597.25;20896.26;5297.21;14026.80;21690.39;0.00;0.00;8018.34;0.00;49596.90;7.20;0.00;43030.87;4351.17
V;55 t/m 59 jaar;AALTEN;978;974.61;1549817.46;313282.37;191700.00;57441.42;49443.14;37308.58;44868.39;90018.09;39694.49;27405.07;7843.41;17828.33;37218.39;0.00;0.00;12537.11;0.00;10811.61;4.95;0.00;148430.57;3623.93
V;60 t/m 64 jaar;AALTEN;882;877.53;1685262.56;355258.21;157928.36;51713.50;53145.29;54899.61;54500.79;96230.61;45617.13;36728.84;7245.47;21183.08;44342.58;0.00;0.00;5249.64;0.00;13875.03;1.80;11066.18;164218.29;725.29
V;65 t/m 69 jaar;AALTEN;940;934.91;1669155.90;546086.08;159482.88;76944.57;53988.49;82654.58;49808.68;138140.84;70391.62;24959.35;6499.23;13087.38;27889.51;0.00;0.00;2848.05;0.00;5123.91;5.40;27979.45;198776.56;5182.00
V;70 t/m 74 jaar;AALTEN;695;690.67;1780003.19;353604.76;73933.35;59100.84;49300.67;67708.10;44865.20;136939.60;44344.89;22815.47;3600.25;10074.05;43839.86;0.00;0.00;1176.11;0.00;1002.53;0.00;129072.82;422808.67;1373.15
V;75 t/m 79 jaar;AALTEN;548;538.43;1484297.37;310431.75;206799.75;53702.41;51425.49;54888.67;39336.02;196886.73;27924.23;26915.60;9101.95;9686.64;46638.53;0.00;0.00;168.61;0.00;15038.27;1.80;104015.78;632454.65;3000.69
V;80 t/m 84 jaar;AALTEN;466;457.52;1382977.11;391282.01;40156.47;46035.15;57792.72;45997.08;43018.38;176791.28;22783.83;11451.12;9557.40;12246.44;65569.44;0.00;0.00;3053.62;0.00;263.77;0.00;129770.12;1464851.24;1760.00
V;85 t/m 89 jaar;AALTEN;351;337.56;1012639.50;273247.77;0.00;32933.83;47858.72;29277.83;40865.23;169114.40;14618.97;19999.35;6686.31;14403.39;60591.50;0.00;0.00;0.00;0.00;0.00;1.80;184105.19;1681084.00;3908.20
V;90+;AALTEN;192;174.28;355034.37;155723.68;31285.25;15267.68;29244.40;10099.99;22678.95;127373.95;3987.79;5097.20;4408.11;32.40;31186.35;0.00;0.00;0.00;0.00;0.00;0.45;85507.32;1200045.89;2359.68
M; 0 t/m  4 jaar;ACHTKARSPELEN;769;697.76;621523.88;63226.38;0.00;39241.56;20205.64;82.28;56522.07;12101.70;15290.12;21593.48;22242.58;2847.00;7678.44;0.00;0.00;0.00;0.00;2598.23;836.10;0.00;144.72;71566.02
M; 5 t/m  9 jaar;ACHTKARSPELEN;949;945.33;365770.78;41454.31;0.00;55528.84;17509.98;66.82;42169.94;58081.98;108206.03;34829.76;59155.91;2310.18;2178.48;0.00;0.00;0.00;0.00;100.18;1190.70;0.00;85293.25;25396.93
M;10 t/m 14 jaar;ACHTKARSPELEN;1028;1024.43;255313.08;60149.91;0.00;60327.50;15380.14;61.72;37541.63;59469.25;125157.61;26333.30;9448.89;718.25;4938.95;0.00;0.00;0.00;0.00;755.02;1262.25;0.00;0.00;140.30
M;15 t/m 19 jaar;ACHTKARSPELEN;869;865.97;576811.40;48647.23;32103.39;50931.75;14753.06;468.51;32749.13;35255.28;90050.03;29176.63;1298.08;3922.78;7427.97;0.00;0.00;2334.03;0.00;1864.61;1062.00;0.00;14155.64;6987.63
M;20 t/m 24 jaar;ACHTKARSPELEN;802;795.33;650746.85;42702.32;266647.54;46285.50;14347.95;465.51;33788.62;32330.63;2525.16;5086.50;831.80;59.86;10998.65;0.00;0.00;8034.87;0.00;2346.39;822.15;0.00;0.00;28.08
M;25 t/m 29 jaar;ACHTKARSPELEN;822;810.30;352902.29;59797.34;170508.38;47145.92;15322.77;638.29;33694.64;2072.67;4436.21;1947.28;1270.01;4801.55;7447.02;0.00;0.00;9137.79;0.00;868.71;891.90;0.00;0.00;786.90
M;30 t/m 34 jaar;ACHTKARSPELEN;773;769.10;226551.22;70096.53;147089.16;44884.25;16777.25;1294.82;33795.69;20207.09;2598.67;3204.00;610.85;0.00;12947.03;0.00;0.00;13458.78;0.00;1899.71;934.20;0.00;20992.32;625.22
M;35 t/m 39 jaar;ACHTKARSPELEN;822;819.75;243495.53;81190.99;95905.18;48070.25;16757.24;1679.67;32847.77;15494.70;2046.29;2697.04;175.50;1834.30;6459.24;0.00;0.00;10546.91;0.00;701.17;1006.20;0.00;126.63;481.86
M;40 t/m 44 jaar;ACHTKARSPELEN;963;961.02;794023.34;135499.75;276620.07;56072.95;26185.12;6640.18;39320.17;43501.62;5787.02;4719.75;1854.72;10198.90;20923.64;0.00;0.00;12356.12;0.00;2172.34;1177.20;18083.37;19749.14;1163.63
M;45 t/m 49 jaar;ACHTKARSPELEN;1082;1076.98;843670.82;213454.21;102314.04;63297.17;29916.48;13111.14;40809.25;53870.17;9990.94;7747.50;1710.15;10809.33;28430.02;0.00;0.00;13417.97;0.00;9346.43;1327.95;14885.58;67274.46;145.10
M;50 t/m 54 jaar;ACHTKARSPELEN;992;988.71;1080870.41;242354.70;115195.88;58129.75;27875.33;19101.16;42602.24;58315.21;27442.35;7610.21;2268.39;6269.92;25667.24;0.00;0.00;7750.47;0.00;2353.29;1220.40;0.00;55551.96;1738.14
M;55 t/m 59 jaar;ACHTKARSPELEN;982;980.11;1218544.48;260040.45;167166.95;57761.00;32548.83;28848.86;38718.88;82818.33;24809.26;10783.23;1316.67;12983.04;24825.23;0.00;0.00;6460.41;0.00;2141.95;1183.05;5533.40;9261.84;4514.19
M;60 t/m 64 jaar;ACHTKARSPELEN;950;947.02;1967517.63;357404.35;32861.33;55637.00;36119.75;46111.72;45929.99;107990.99;41268.51;12300.35;2965.01;16839.70;48793.11;0.00;0.00;8382.38;0.00;7454.33;1178.10;115931.67;61491.52;11105.57
M;65 t/m 69 jaar;ACHTKARSPELEN;935;926.58;2226031.44;466347.02;65078.04;76603.81;36166.78;59761.27;45708.83;132228.20;46250.88;19447.63;4440.93;36756.87;53756.85;0.00;0.00;3060.81;0.00;2834.68;1125.90;21036.06;123034.92;5628.09
M;70 t/m 74 jaar;ACHTKARSPELEN;650;640.99;1945003.73;409737.69;15981.46;54980.52;33525.23;51533.43;39313.34;158493.37;43147.02;16442.51;3540.84;36971.69;57054.53;0.00;0.00;1135.07;0.00;121.15;827.10;55852.88;216160.34;6629.95
M;75 t/m 79 jaar;ACHTKARSPELEN;473;463.88;1889664.40;343036.15;8246.24;46865.06;31214.88;42456.22;44269.28;147825.47;36914.31;16300.71;3233.02;18637.23;75171.93;0.00;0.00;461.89;0.00;393.04;615.15;143679.36;281571.93;9999.33
M;80 t/m 84 jaar;ACHTKARSPELEN;273;261.35;971552.73;235198.94;30093.35;27234.24;23440.55;25298.93;34606.04;107132.41;8177.42;33877.87;7038.36;7038.74;40080.28;0.00;0.00;0.00;0.00;0.00;357.75;105140.84;356757.74;5591.07
M;85 t/m 89 jaar;ACHTKARSPELEN;113;104.01;361857.35;102289.49;3346.51;10780.22;9540.11;9863.47;14574.95;65789.20;3219.87;6004.00;1676.78;3513.48;22794.78;0.00;0.00;0.00;0.00;0.00;139.50;107150.84;209114.76;4449.48
M;90+;ACHTKARSPELEN;50;45.80;106927.86;53249.05;289.65;4616.41;6341.56;3201.07;12759.09;28364.30;305.11;5187.10;456.70;0.00;17172.52;0.00;0.00;0.00;0.00;0.00;56.70;0.00;164470.71;2365.10
V; 0 t/m  4 jaar;ACHTKARSPELEN;719;633.93;554519.43;44454.62;0.00;35164.00;16829.07;158.37;42167.49;5102.48;13458.99;6830.74;11801.42;4183.57;9746.38;0.00;0.00;0.00;0.00;319.24;739.35;0.00;648.72;50314.65
V; 5 t/m  9 jaar;ACHTKARSPELEN;861;858.82;264224.23;28081.18;0.00;50510.56;15956.48;40.81;33686.71;20273.57;93487.25;12060.77;35271.13;0.00;4417.92;0.00;0.00;0.00;0.00;259.29;1125.00;0.00;0.00;3403.89
V;10 t/m 14 jaar;ACHTKARSPELEN;892;890.79;255159.52;33788.01;0.00;52318.25;17401.32;43.06;36473.95;20018.25;113583.98;32321.74;9029.16;616.11;5036.13;0.00;0.00;0.00;0.00;313.61;1111.50;0.00;0.00;6690.88
V;15 t/m 19 jaar;ACHTKARSPELEN;860;854.89;391978.92;70234.63;129137.72;50343.39;29577.50;2042.96;37257.44;25874.35;94549.36;34049.21;4972.60;0.00;10127.48;21.07;3531.91;6528.75;0.00;363.42;1009.35;0.00;36.18;228.07
V;20 t/m 24 jaar;ACHTKARSPELEN;674;670.27;427246.51;53920.54;148249.19;39167.81;25868.94;927.24;35162.42;14388.76;3205.10;1278.25;1963.11;1288.32;12388.84;52952.30;72287.28;13225.48;0.00;1562.04;737.10;0.00;6526.29;371.14
V;25 t/m 29 jaar;ACHTKARSPELEN;747;743.71;823982.23;60196.50;213595.66;43653.45;33237.98;2265.33;38048.28;32683.91;2295.06;2631.70;2210.81;6621.97;6722.13;231291.91;226734.92;11584.68;0.00;2212.07;834.75;0.00;0.00;31.82
V;30 t/m 34 jaar;ACHTKARSPELEN;750;747.22;885141.71;88580.43;83823.95;43932.06;34193.50;2542.17;40302.64;32409.92;869.74;3384.97;2629.78;0.00;11026.69;180298.24;166684.22;30191.36;0.00;7551.63;943.20;0.00;24443.39;374.84
V;35 t/m 39 jaar;ACHTKARSPELEN;786;779.49;652857.61;156825.16;137056.85;45862.67;32301.45;2186.91;34157.79;33411.66;9959.62;5028.50;3312.73;17128.21;12597.25;54385.76;53173.98;13392.93;0.00;623.46;1011.60;0.00;1940.67;2801.59
V;40 t/m 44 jaar;ACHTKARSPELEN;951;949.70;645582.13;213344.97;109462.26;55946.75;38360.01;4753.68;39201.30;49345.74;10421.40;9678.86;1757.59;11757.59;12960.34;7205.49;4020.14;9193.15;0.00;3370.12;1179.90;17058.32;69406.71;583.34
V;45 t/m 49 jaar;ACHTKARSPELEN;974;973.10;982039.13;303678.20;180098.32;57112.00;43513.33;12752.79;44660.73;69283.01;19698.72;12981.75;3608.20;5002.43;22406.52;0.00;0.00;9710.39;0.00;1079.89;1234.80;37343.23;165503.57;573.71
V;50 t/m 54 jaar;ACHTKARSPELEN;963;961.61;1249890.76;289091.55;117351.23;56551.50;44266.06;17632.46;40174.82;63868.45;32603.53;22745.25;5272.26;5040.25;16749.08;0.00;0.00;10650.05;0.00;1345.83;1142.10;13353.07;64477.92;1957.70
V;55 t/m 59 jaar;ACHTKARSPELEN;1023;1022.59;1351782.80;374820.26;51105.88;60253.75;51129.27;25769.69;47526.97;85175.92;50258.83;19031.96;3136.24;23947.05;28762.10;0.00;0.00;11232.29;0.00;1893.71;1287.00;16760.41;52690.38;1720.50
V;60 t/m 64 jaar;ACHTKARSPELEN;871;868.82;1496152.16;408180.53;125752.13;51153.00;44276.13;36678.53;40713.58;82682.38;48790.44;15921.20;3689.96;11303.30;20836.40;0.00;0.00;6445.62;0.00;2047.81;1112.85;5436.89;103862.87;2865.71
V;65 t/m 69 jaar;ACHTKARSPELEN;849;842.31;1496314.04;459989.42;122721.48;69369.22;46940.62;50111.42;42945.76;137547.79;34406.30;27131.75;3066.05;11051.00;45097.11;0.00;0.00;7897.06;0.00;1199.72;1109.70;33071.61;227829.25;6680.20
V;70 t/m 74 jaar;ACHTKARSPELEN;658;653.00;1551458.43;398674.18;103335.94;55881.84;44019.41;52992.97;40763.13;119845.74;52474.81;23729.56;2033.34;2913.59;46547.09;0.00;0.00;455.72;0.00;234.93;864.90;123184.48;163673.13;9815.37
V;75 t/m 79 jaar;ACHTKARSPELEN;509;504.05;1344970.15;335638.77;74954.50;50793.23;39022.69;48360.24;43451.10;154378.91;31308.19;20710.60;2150.44;14992.84;52095.59;0.00;0.00;3038.23;0.00;13.34;659.70;138193.13;456189.58;4415.26
V;80 t/m 84 jaar;ACHTKARSPELEN;385;377.58;1120188.71;333401.66;13029.87;38865.53;43138.93;46115.57;43930.93;138102.74;12475.68;21551.76;3529.82;101.52;65338.91;0.00;0.00;0.00;0.00;0.00;557.10;171942.94;855500.18;14689.65
V;85 t/m 89 jaar;ACHTKARSPELEN;256;245.50;728987.34;299580.74;6686.22;25532.10;29721.49;22416.26;46516.26;132672.07;7493.52;23934.71;5905.60;8752.20;50697.27;0.00;0.00;0.00;0.00;0.00;335.25;212485.69;901956.62;5206.26
V;90+;ACHTKARSPELEN;168;145.90;226159.45;171792.29;1940.93;15345.05;18889.33;12182.77;49524.12;127814.79;2630.43;11556.33;3529.60;664.40;26454.08;0.00;0.00;0.00;0.00;0.00;216.00;77744.12;453447.98;1225.00
M; 0 t/m  4 jaar;ALBLASSERDAM;627;564.23;1990449.43;95121.54;0.00;31543.70;17118.58;53.51;35102.10;44740.48;7923.24;34399.82;17779.90;310.96;18219.11;0.00;0.00;0.00;0.00;2113.16;5.85;0.00;266074.12;24623.79
M; 5 t/m  9 jaar;ALBLASSERDAM;650;648.03;272566.15;82475.26;0.00;37996.00;15620.87;0.00;22769.38;60877.36;76358.03;33220.68;43205.16;0.00;0.00;0.00;0.00;0.00;0.00;185.11;3.15;0.00;52957.90;18395.27
M;10 t/m 14 jaar;ALBLASSERDAM;653;650.73;197038.32;59942.63;0.00;38264.78;10707.99;0.00;16674.70;25105.51;94764.38;16246.27;6605.92;161.54;5310.45;0.00;0.00;0.00;0.00;1577.82;3.15;0.00;0.00;4030.14
M;15 t/m 19 jaar;ALBLASSERDAM;623;616.92;324572.53;35724.28;1902.11;35926.09;12625.59;0.00;18411.42;23435.29;95378.47;17950.81;6915.46;0.00;9278.79;0.00;0.00;685.62;0.00;710.12;7.65;0.00;0.00;27.23
M;20 t/m 24 jaar;ALBLASSERDAM;585;580.29;184079.12;53535.73;68480.58;33988.32;12742.19;106.40;17116.38;10509.05;1952.38;1057.49;1030.44;0.00;2478.89;0.00;0.00;6440.73;0.00;574.40;5.40;0.00;0.00;0.00
M;25 t/m 29 jaar;ALBLASSERDAM;608;596.92;227324.16;45863.33;128906.55;34497.92;11966.58;159.80;16678.59;20864.21;797.79;256.50;3904.63;0.00;11020.95;0.00;0.00;2679.21;0.00;7231.76;9.00;0.00;0.00;300.73
M;30 t/m 34 jaar;ALBLASSERDAM;520;516.15;206035.12;66834.44;164389.34;30149.00;10094.39;505.66;15076.68;13667.55;4912.72;766.74;909.77;0.00;4265.52;0.00;0.00;1886.57;0.00;157.43;13.95;0.00;29824.12;372.49
M;35 t/m 39 jaar;ALBLASSERDAM;540;538.52;457795.66;60089.63;80136.86;31140.53;12387.19;283.46;14708.17;38169.49;454.32;6809.13;903.93;0.00;5071.36;0.00;0.00;4400.62;0.00;1042.02;8.55;0.00;0.00;705.21
M;40 t/m 44 jaar;ALBLASSERDAM;604;602.79;339198.67;99283.68;90249.31;35211.53;19331.09;3910.32;18125.69;20761.69;1974.26;5376.75;507.00;0.00;6694.52;0.00;0.00;11139.89;0.00;560.64;5.40;10442.42;0.00;0.00
M;45 t/m 49 jaar;ALBLASSERDAM;704;699.39;782779.58;249235.11;90381.29;40741.14;22940.29;8743.13;20784.33;33301.96;4260.53;3056.50;642.17;8.10;12159.25;0.00;0.00;3795.59;0.00;490.03;4.95;30220.63;2693.39;452.25
M;50 t/m 54 jaar;ALBLASSERDAM;687;685.45;416569.74;208126.84;46771.44;39943.00;24390.76;18232.33;19966.13;57024.80;13983.79;10615.87;699.65;666.84;20976.04;0.00;0.00;9231.77;0.00;13940.57;3.60;0.00;8154.08;6036.65
M;55 t/m 59 jaar;ALBLASSERDAM;594;590.08;751132.80;137992.77;34842.16;34415.03;22601.17;27508.70;19689.84;65941.27;16249.11;14426.47;1203.68;11184.63;26166.45;0.00;0.00;3228.01;0.00;4559.97;9.00;71060.05;24992.11;1955.04
